x,y,z,r,g,b
4.0,0.0,-5.0,0.6000000000000001,0.7637189707302727,0.09727900187682872
4.2388326896529,0.2666847482134054,-4.98,0.6125643036312514,0.7583109021648161,0.08921579949626711
4.434979117270073,0.5602681553061979,-4.96,0.6251162078117254,0.7525492239983222,0.0814593036001714
4.564898666272638,0.870800992685434,-4.94,0.6376433253274058,0.7464396223115257,0.07401716891353782
4.611274506086639,1.1839740588392924,-4.92,0.6501332934257218,0.7399881265436701,0.0668967399248026
4.565071278216736,1.4832815729997475,-4.9,0.6625737860160924,0.7332011035421799,0.060105043637717695
4.426521932034629,1.7525840144499132,-4.88,0.6749525258342899,0.7260852512793504,0.05364878263654696
4.20492457979624,1.978687312443546,-4.86,0.687257296558617,0.7186475922422574,0.04753432847142469
3.917290834587584,2.1535488603066235,-4.84,0.6994759548659419,0.7108954665024116,0.04176771537040476
3.586041044252435,2.2757708484679626,-4.82,0.7115964424156918,0.7028365244719923,0.03635463428440655
3.23606797749979,2.3511410091698925,-4.8,0.7236067977499789,0.6944787193538159,0.03130042727093257
2.8915716219762224,2.392116082631057,-4.78,0.7354951680981165,0.685830299292484,0.02661008222210333
2.5730929028198926,2.4162950690232536,-4.76,0.7472498210738712,0.6768997992344605,0.022288227942209728
2.295140229997558,2.444076103325565,-4.74,0.7588591562539122,0.6676960325051106,0.018339129579642233
2.064714967720082,2.4958116587562578,-4.72,0.7703117166260292,0.6582280821110117,0.014766684417704436
1.880912807335914,2.588854381999832,-4.7,0.7815961998958187,0.6485052917761236,0.011574418028464484
1.7356259279397286,2.734908841657132,-4.68,0.7927014696406862,0.6385372567206599,0.008765480793441683
1.6152171688461747,2.938069123023635,-4.66,0.8036165663001487,0.6283338141917647,0.0063426447945596825
1.5029037356095014,3.193833012012242,-4.64,0.8143307179915986,0.6179050337553379,0.004308301078437138
1.3814928164777194,3.4892525554652547,-4.62,0.8248333511408523,0.6072612073585879,0.0026644572967123637
1.2360679774997898,3.804226065180614,-4.6,0.8351141009169893,0.596412839173124,0.0014127357247343487
1.0562390698299216,4.113779570317848,-4.58,0.8451628214611906,0.5853706352286058,0.0005543716605723948
0.8376372369578313,4.3910481705093485,-4.5600000000000005,0.8549695958994759,0.5741454928471846,9.021220592630996e-05
0.5824503069880064,4.610568928244021,-4.54,0.8645247461294607,0.5627484898891637,2.0715430139217617e-05
0.29893594432518245,4.751450772519839,-4.52,0.8738188423714754,0.5511908738204853,0.0003459499181383219
2.9391523179536476e-16,4.8,-4.5,0.882842712474619,0.5394840506128417,0.0010655947027499834
-0.29893594432518183,4.751450772519839,-4.48,0.8915874509685646,0.5276395734873566,0.002178939581455586
-0.5824503069880059,4.610568928244022,-4.46,0.900044427852184,0.5156691315129518,0.0036848858172756405
-0.8376372369578308,4.3910481705093485,-4.4399999999999995,0.9082052971103158,0.5035845380706474,0.005581947223090512
-1.056239069829922,4.113779570317848,-4.42,0.9160620049502761,0.49139771919517994,0.007868251628327539
-1.2360679774997894,3.8042260651806146,-4.4,0.9236067977499791,0.47912070180544736,0.010541542726567689
-1.3814928164777192,3.489252555465255,-4.38,0.9308322297098248,0.4667656018353909,0.013599182302247305
-1.5029037356095014,3.1938330120122425,-4.36,0.937731170200806,0.45434461227703155,0.017038152834258604
-1.6152171688461752,2.938069123023633,-4.34,0.9442968108015775,0.4418699911474593,0.020855060473878417
-1.7356259279397295,2.7349088416571314,-4.32,0.9505226720175455,0.42935404939165,0.025046138394087116
-1.8809128073359138,2.588854381999832,-4.3,0.9564026096753471,0.4168091387330485,0.029607250506972573
-2.06471496772008,2.4958116587562578,-4.28,0.9619308209864079,0.4042476394839093,0.034533895545549066
-2.295140229997556,2.4440761033255654,-4.26,0.9671018502735924,0.39168194832742326,0.039821211505964585
-2.5730929028198912,2.4162950690232536,-4.24,0.9719105943553006,0.37912446608368733,0.04546398044571176
-2.8915716219762215,2.3921160826310572,-4.22,0.9763523075816902,0.36658758547159304,0.051456633633106465
-3.236067977499789,2.3511410091698925,-4.2,0.9804226065180615,0.3540836788787088,0.05779325704295473
-3.5860410442524335,2.2757708484679626,-4.18,0.9841174742707772,0.34162508615122666,0.06446759719298086
-3.917290834587584,2.153548860306623,-4.16,0.9874332644514525,0.3292241024160243,0.07147306731525953
-4.204924579796238,1.9786873124435467,-4.140000000000001,0.9903667047754989,0.3168929659468598,0.07880275385656083
-4.426521932034629,1.7525840144499139,-4.12,0.9929149002914754,0.3046438460866718,0.08644942330119246
-4.565071278216736,1.483281572999748,-4.1,0.9950753362380551,0.29248883123790836,0.09440552930960569
-4.611274506086639,1.1839740588392926,-4.08,0.9968458805257912,0.28043991693273246,0.10266322016572277
-4.564898666272638,0.8708009926854338,-4.0600000000000005,0.9982247858412321,0.2685089939948801,0.11121434652563203
-4.434979117270072,0.560268155306197,-4.04,0.9992106913713086,0.25670783680485315,0.12005046946000585
-4.2388326896529,0.26668474821340626,-4.02,0.9998026241462927,0.2450480916800275,0.12916286878230615
-4.000000000000001,4.898587196589414e-16,-4.0,1.0,0.23354126538114306,0.13854255165455523
-3.745381137773275,-0.23563940802109998,-3.98,0.9998026241462927,0.22219871375652087,0.14818026146218097
-3.5019384932457505,-0.4423977132082348,-3.96,0.9992106913713086,0.21103163053521154,0.15806648694917805
-3.293399339556873,-0.6282495240003622,-3.94,0.9982247858412321,0.2000510362801361,0.1681914716045693
-3.1373907829424104,-0.8055450384795452,-3.92,0.9968458805257912,0.18926776751212118,0.17854522329090436
-3.043380852144492,-0.9888543819998313,-3.9,0.9950753362380551,0.1786924660155612,0.18911752410529173
-3.011689955071381,-1.1924124070275104,-3.88,0.9929149002914757,0.1683355683362615,0.1998979404632374
-3.0336918399319166,-1.4275470200770353,-3.86,0.9903667047754989,0.158207295481828,0.21087583339533167
-3.093162605763324,-1.700480532507099,-3.84,0.9874332644514525,0.14831764283476692,0.2220403690466271
-3.1685823597636853,-2.010843511364008,-3.8200000000000003,0.9841174742707772,0.13867637028824883,0.23338052936834697
-3.23606797749979,-2.3511410091698917,-3.8,0.9804226065180615,0.12929299261427213,0.2448851229913677
-3.2725343202300925,-2.707275835358461,-3.7800000000000002,0.9763523075816902,0.12017677007373201,0.25654279627074994
-3.2586561165513994,-3.0600817784062557,-3.76,0.9719105943553006,0.11133669927766104,0.2683420444904149
-3.1812366174319524,-3.3876729160457253,-3.74,0.9671018502735926,0.10278150430866054,0.28027122321691017
-3.0346769502694353,-3.6682942834500567,-3.7199999999999998,0.9619308209864079,0.09451962811128337,0.29231855979106025
-2.8213692110038715,-3.883281572999747,-3.7,0.9564026096753471,0.08655922415986828,0.3044721649461585
-2.5509884318922422,-4.019714562358989,-3.6799999999999997,0.9505226720175455,0.07890814841204366,0.31672004454123986
-2.238812223967547,-4.072384317327274,-3.66,0.9442968108015775,0.07157395155584756,0.3290501113978478
-1.903330596911077,-4.044783407715913,-3.6399999999999997,0.937731170200806,0.0645638715581085,0.3414501972286222
-1.563503604999704,-3.9489593316407556,-3.62,0.9308322297098248,0.057884826521447025,0.35390806464592867
-1.2360679774997905,-3.804226065180615,-3.5999999999999996,0.9236067977499791,0.05154340785694336,0.3664114192386827
-0.9332800274889189,-3.634885718711202,-3.58,0.9160620049502763,0.04554587377921076,0.3789479217054497
-0.6614132797279697,-3.467249835320163,-3.56,0.9082052971103158,0.03989814313029277,0.39150520003184525
-0.4202155615264289,-3.3263486822718025,-3.54,0.900044427852184,0.034605789538481126,0.40407086170021966
-0.20338821190932663,-3.2327630549063344,-3.52,0.8915874509685648,0.029674035917817365,0.4166325059195772
-5.878304635907295e-16,-3.2,-3.5,0.882842712474619,0.025107749313707118,0.42917773586365904
0.20338821190932246,-3.232763054906333,-3.48,0.8738188423714754,0.02091143609973445,0.4416941709051139
0.42021556152642764,-3.3263486822718016,-3.46,0.8645247461294607,0.01708923753041427,0.45416945883368415
0.6614132797279647,-3.4672498353201604,-3.44,0.8549695958994759,0.013644925654275088,0.4665912880463431
0.9332800274889173,-3.634885718711201,-3.42,0.8451628214611906,0.01058189959130167,0.478947399697364
1.2360679774997887,-3.8042260651806137,-3.4,0.8351141009169893,0.007903182178414658,0.49122559979631863
1.5635036049997062,-3.9489593316407556,-3.38,0.8248333511408521,0.005611416986295037,0.5034137712420744
1.9033305969110794,-4.044783407715912,-3.36,0.8143307179915986,0.0037088657104992874,0.5154998857809102
2.2388122239675505,-4.072384317327275,-3.34,0.8036165663001484,0.0021974059394387346,0.5274720158769508
2.550988431892245,-4.019714562358988,-3.32,0.7927014696406862,0.0010785293014268227,0.5393183464832035
2.8213692110038697,-3.8832815729997483,-3.3,0.7815961998958187,0.0003533399926215708,0.5510271867015851
3.0346769502694344,-3.6682942834500585,-3.2800000000000002,0.7703117166260292,2.2553687317605766e-05,0.5625869813204254
3.1812366174319493,-3.387672916045731,-3.2600000000000002,0.7588591562539124,8.649683166193079e-05,0.5739863222180666
3.258656116551399,-3.060081778406258,-3.24,0.7472498210738714,0.0005451063214910512,0.5852139596213022
3.272534320230091,-2.7072758353584647,-3.22,0.7354951680981168,0.0013979295646071145,0.5962588132075435
3.2360679774997902,-2.351141009169894,-3.2,0.7236067977499789,0.002644124927431735,0.6071099830397626
3.168582359763687,-2.010843511364013,-3.18,0.711596442415692,0.004282462565596834,0.6177567603234128
3.0931626057633257,-1.7004805325070995,-3.16,0.6994759548659419,0.006311325637652354,0.628188637974716
3.033691839931917,-1.4275470200770366,-3.14,0.6872572965586171,0.008728711900693886,0.6383953209898864
3.0116899550713807,-1.19241240702751,-3.12,0.6749525258342899,0.01153223568633437,0.6483667366050558
3.0433808521444914,-0.9888543819998324,-3.1,0.6625737860160924,0.014719130255070835,0.6580930442368754
3.137390782942411,-0.8055450384795451,-3.08,0.6501332934257216,0.018286250526722548,0.6675646451939843
3.293399339556872,-0.6282495240003633,-3.06,0.6376433253274058,0.022230076184244798,0.6767721921497576
